epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,26483.6,1.49957,1.30655,1.70737,0.70534,0.7792,0.77899,0.46827,1.40251,1.1696,1.65828,0.00112239,0.00112239,0.00112239
35,27253.4,1.50099,1.31115,1.70234,0.69567,0.77634,0.77666,0.47161,1.40404,1.16925,1.67202,0.00110589,0.00110589,0.00110589
36,28024.5,1.47359,1.30259,1.66684,0.64125,0.65747,0.66621,0.39332,1.49003,1.44217,1.78647,0.00108938,0.00108938,0.00108938
37,28793.7,1.46596,1.26706,1.67418,0.7436,0.74448,0.79121,0.4962,1.33854,1.11783,1.62138,0.00107288,0.00107288,0.00107288
38,29562.8,1.4478,1.25008,1.66574,0.71566,0.79263,0.78386,0.46454,1.41109,1.15627,1.68089,0.00105638,0.00105638,0.00105638
39,30343.5,1.45606,1.28635,1.66979,0.6834,0.77216,0.77402,0.48113,1.35203,1.15699,1.61371,0.00103987,0.00103987,0.00103987
40,31112.7,1.4391,1.206,1.63258,0.70974,0.79499,0.80675,0.50719,1.31626,1.08737,1.58217,0.00102337,0.00102337,0.00102337
41,31883.1,1.42396,1.24263,1.64422,0.71976,0.7807,0.81201,0.51483,1.29707,1.10748,1.56765,0.00100687,0.00100687,0.00100687
42,32652,1.43206,1.25076,1.66335,0.73496,0.80223,0.80816,0.51191,1.2966,1.08116,1.58262,0.000990365,0.000990365,0.000990365
43,33420.9,1.4301,1.22202,1.63652,0.72008,0.79902,0.82346,0.52826,1.29383,1.0627,1.56671,0.000973861,0.000973861,0.000973861
44,34191.2,1.41994,1.21164,1.62767,0.74657,0.7657,0.80782,0.48623,1.40207,1.10114,1.64514,0.000957358,0.000957358,0.000957358
45,34960.2,1.4176,1.18944,1.63584,0.76614,0.79971,0.81985,0.53406,1.2398,1.04862,1.52187,0.000940855,0.000940855,0.000940855
46,35729.4,1.42386,1.17869,1.62874,0.75874,0.79208,0.82277,0.52794,1.29237,1.00987,1.54924,0.000924352,0.000924352,0.000924352
47,36498.1,1.40618,1.15912,1.6197,0.74467,0.79345,0.81533,0.52402,1.27031,1.02172,1.53745,0.000907848,0.000907848,0.000907848
48,37279.3,1.39594,1.21524,1.6341,0.73728,0.8032,0.81575,0.52271,1.27142,1.04806,1.53974,0.000891345,0.000891345,0.000891345
49,38048,1.37817,1.15083,1.59364,0.7492,0.82011,0.83124,0.51218,1.33111,1.03888,1.58059,0.000874842,0.000874842,0.000874842
50,38817.4,1.39341,1.16175,1.61502,0.74708,0.82078,0.83108,0.54027,1.23741,0.99209,1.50285,0.000858338,0.000858338,0.000858338
51,39587.1,1.38051,1.1379,1.58419,0.75195,0.82557,0.8339,0.55582,1.20775,0.9735,1.48304,0.000841835,0.000841835,0.000841835
52,40357,1.35993,1.13521,1.60654,0.74613,0.82391,0.83703,0.55152,1.23879,0.97117,1.50879,0.000825332,0.000825332,0.000825332
53,41127.3,1.36484,1.14947,1.58373,0.75195,0.82207,0.82106,0.53378,1.24245,1.02947,1.51379,0.000808828,0.000808828,0.000808828
54,41896.5,1.35501,1.12364,1.56044,0.77307,0.7977,0.83335,0.55303,1.21404,0.96982,1.50163,0.000792325,0.000792325,0.000792325
55,42666.3,1.35342,1.13981,1.58732,0.76881,0.81738,0.83211,0.53722,1.28995,0.99163,1.55376,0.000775822,0.000775822,0.000775822
56,43434.3,1.30891,1.11321,1.54727,0.76206,0.83557,0.83253,0.54872,1.2163,0.96573,1.48362,0.000759318,0.000759318,0.000759318
57,44203.7,1.32284,1.09899,1.54175,0.76181,0.81247,0.84116,0.55119,1.22823,1.00279,1.50876,0.000742815,0.000742815,0.000742815
58,44973.3,1.3346,1.09955,1.56714,0.73297,0.85694,0.84408,0.5567,1.21014,0.94109,1.47821,0.000726312,0.000726312,0.000726312
59,45747.9,1.33815,1.08828,1.54759,0.75251,0.82197,0.83823,0.53418,1.26607,0.99731,1.52892,0.000709809,0.000709809,0.000709809
60,46520.2,1.32558,1.09909,1.56158,0.75127,0.82898,0.84131,0.55876,1.20239,0.9743,1.48993,0.000693305,0.000693305,0.000693305
61,47291,1.32314,1.09923,1.5388,0.7685,0.83035,0.84798,0.56928,1.16781,0.92415,1.45899,0.000676802,0.000676802,0.000676802
62,48065.1,1.29814,1.0669,1.5417,0.76174,0.82989,0.84538,0.5617,1.23296,0.92295,1.48839,0.000660299,0.000660299,0.000660299
63,48837.8,1.30777,1.0866,1.53476,0.75311,0.82712,0.84542,0.57159,1.17619,0.99641,1.45892,0.000643795,0.000643795,0.000643795
64,49614.5,1.29616,1.05537,1.53111,0.74981,0.84565,0.85044,0.5736,1.18829,0.90983,1.46461,0.000627292,0.000627292,0.000627292
65,50386.4,1.29522,1.07855,1.53247,0.74706,0.84288,0.84632,0.55814,1.22744,0.9845,1.49023,0.000610789,0.000610789,0.000610789
66,51160.6,1.30045,1.03288,1.51079,0.78201,0.84386,0.86179,0.58635,1.17029,0.89092,1.44571,0.000594286,0.000594286,0.000594286
67,51935,1.30435,1.03999,1.52871,0.7917,0.83316,0.86477,0.59043,1.17062,0.89844,1.44407,0.000577782,0.000577782,0.000577782
68,52707.6,1.29696,1.0738,1.51204,0.77642,0.85901,0.86395,0.58422,1.1755,0.87693,1.46256,0.000561279,0.000561279,0.000561279
69,53477,1.27109,1.02827,1.52299,0.77477,0.83621,0.86413,0.58638,1.15688,0.902,1.44809,0.000544776,0.000544776,0.000544776
70,54245.9,1.28096,1.05419,1.52324,0.78979,0.825,0.85086,0.5771,1.17505,0.90973,1.44679,0.000528272,0.000528272,0.000528272
71,55020.7,1.27586,1.03222,1.50528,0.77424,0.85812,0.87214,0.60277,1.1247,0.86111,1.41083,0.000511769,0.000511769,0.000511769
72,55792.2,1.27515,1.02527,1.50426,0.77692,0.86913,0.86282,0.58987,1.133,0.86481,1.42003,0.000495266,0.000495266,0.000495266
73,56562.8,1.26483,1.00674,1.51298,0.78171,0.84114,0.85814,0.58513,1.13158,0.87936,1.41736,0.000478762,0.000478762,0.000478762
74,57333.2,1.2561,1.04852,1.50145,0.77677,0.87371,0.87232,0.60725,1.1087,0.85527,1.40413,0.000462259,0.000462259,0.000462259
75,58103.5,1.27958,1.02672,1.49778,0.76196,0.86866,0.86641,0.59559,1.14791,0.85689,1.42585,0.000445756,0.000445756,0.000445756
76,58873.9,1.23865,0.98231,1.48783,0.7824,0.86276,0.87267,0.60971,1.10287,0.83453,1.3929,0.000429253,0.000429253,0.000429253
77,59643.2,1.22047,0.98027,1.47404,0.79474,0.86481,0.87791,0.60396,1.11927,0.87077,1.40199,0.000412749,0.000412749,0.000412749
78,60413.1,1.24616,1.01757,1.49926,0.79385,0.85425,0.88073,0.61009,1.11979,0.82609,1.39948,0.000396246,0.000396246,0.000396246
79,61183.1,1.25685,1.00276,1.50191,0.80222,0.83454,0.87617,0.60454,1.12895,0.86433,1.4142,0.000379743,0.000379743,0.000379743
80,61958.6,1.25515,0.99897,1.49166,0.80392,0.85598,0.86876,0.60102,1.10715,0.85927,1.38876,0.000363239,0.000363239,0.000363239
81,62728.2,1.23752,0.98293,1.49036,0.79564,0.8783,0.88677,0.62425,1.08613,0.80812,1.37955,0.000346736,0.000346736,0.000346736
82,63503.3,1.24082,0.9917,1.48238,0.79678,0.86467,0.87647,0.61097,1.10861,0.83094,1.39149,0.000330233,0.000330233,0.000330233
83,64277.8,1.22466,0.95367,1.45848,0.79113,0.86525,0.87905,0.61727,1.08682,0.82474,1.38565,0.000313729,0.000313729,0.000313729
84,65051.1,1.22476,0.9706,1.48967,0.81379,0.86297,0.88649,0.61942,1.09105,0.8193,1.37808,0.000297226,0.000297226,0.000297226
85,65820.8,1.20449,0.93665,1.46188,0.80548,0.87017,0.88974,0.63058,1.07217,0.80149,1.3706,0.000280723,0.000280723,0.000280723
86,66592.4,1.21139,0.92947,1.45692,0.82339,0.85134,0.89046,0.61801,1.10993,0.80729,1.39015,0.00026422,0.00026422,0.00026422
87,67362.4,1.22137,0.95866,1.45887,0.79699,0.87993,0.88599,0.63326,1.06304,0.80348,1.3626,0.000247716,0.000247716,0.000247716
88,68133.3,1.17724,0.91456,1.42376,0.7974,0.87793,0.8881,0.62911,1.05177,0.80337,1.35246,0.000231213,0.000231213,0.000231213
89,68902.2,1.19044,0.93652,1.43982,0.79771,0.87449,0.88939,0.633,1.0561,0.78307,1.35635,0.00021471,0.00021471,0.00021471
90,69673.7,1.17599,0.92302,1.4402,0.8173,0.86309,0.88766,0.62588,1.05549,0.79441,1.35359,0.000198206,0.000198206,0.000198206
91,70436.8,1.14629,0.8764,1.43107,0.80309,0.87514,0.89218,0.63419,1.06661,0.78838,1.36172,0.000181703,0.000181703,0.000181703
92,71201.8,1.11648,0.85256,1.41426,0.82006,0.86333,0.89733,0.63526,1.05503,0.78729,1.35831,0.0001652,0.0001652,0.0001652
93,71970.5,1.09807,0.79749,1.38508,0.80223,0.88469,0.89805,0.64058,1.03898,0.77857,1.33701,0.000148696,0.000148696,0.000148696
94,72735.6,1.09066,0.7998,1.39959,0.80705,0.88181,0.90033,0.64664,1.03457,0.76307,1.33534,0.000132193,0.000132193,0.000132193
95,73500.5,1.08993,0.79106,1.38543,0.81022,0.87812,0.90087,0.65052,1.02437,0.75835,1.32748,0.00011569,0.00011569,0.00011569
96,74265.9,1.09969,0.80638,1.40811,0.82495,0.87442,0.90347,0.651,1.02967,0.76077,1.33097,9.91865e-05,9.91865e-05,9.91865e-05
97,75030.7,1.0808,0.79325,1.39166,0.8205,0.88634,0.90517,0.6532,1.02196,0.75454,1.32456,8.26832e-05,8.26832e-05,8.26832e-05
98,75795.6,1.07269,0.76778,1.39587,0.84196,0.87015,0.90847,0.65698,1.01672,0.74905,1.31992,6.61799e-05,6.61799e-05,6.61799e-05
99,76561.2,1.06194,0.76032,1.34563,0.83554,0.88054,0.91036,0.658,1.01742,0.7478,1.3179,4.96766e-05,4.96766e-05,4.96766e-05
100,77326.2,1.06637,0.77587,1.35959,0.83465,0.88069,0.90978,0.66083,1.00791,0.74704,1.31322,3.31733e-05,3.31733e-05,3.31733e-05
