epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,4133.26,0.94832,0.77215,1.1295,0.91975,0.90527,0.96665,0.79318,0.87863,0.59966,1.10207,0.00048904,0.00048904,0.00048904
53,4212.61,0.93442,0.756,1.12435,0.92607,0.91903,0.96896,0.80337,0.8636,0.5544,1.08515,0.000487099,0.000487099,0.000487099
54,4292.38,0.93812,0.76916,1.13948,0.92314,0.90025,0.96386,0.78494,0.88949,0.57483,1.09946,0.000485159,0.000485159,0.000485159
55,4371.97,0.95917,0.79746,1.14535,0.92553,0.91715,0.96961,0.80048,0.86153,0.55723,1.08535,0.000483218,0.000483218,0.000483218
56,4451.45,0.93761,0.76771,1.12666,0.92813,0.92762,0.97447,0.80794,0.84928,0.5467,1.07838,0.000481278,0.000481278,0.000481278
57,4530.87,0.93427,0.76586,1.1279,0.93491,0.92287,0.97262,0.79957,0.86891,0.54609,1.0954,0.000479338,0.000479338,0.000479338
58,4610.23,0.94207,0.78078,1.13047,0.91804,0.91245,0.96887,0.80065,0.85024,0.56517,1.08495,0.000477397,0.000477397,0.000477397
59,4689.04,0.94666,0.77944,1.13841,0.93288,0.93484,0.97579,0.81531,0.83647,0.53325,1.07042,0.000475457,0.000475457,0.000475457
60,4767.93,0.93686,0.76824,1.13016,0.91027,0.92852,0.96854,0.80771,0.84591,0.55558,1.07409,0.000473516,0.000473516,0.000473516
61,4846.78,0.92798,0.75119,1.12271,0.93999,0.92983,0.97442,0.80663,0.83939,0.53666,1.07106,0.000471576,0.000471576,0.000471576
62,4925.49,0.93163,0.75487,1.13557,0.92819,0.93205,0.97235,0.81157,0.83749,0.54903,1.07239,0.000469636,0.000469636,0.000469636
63,5004.27,0.91748,0.73928,1.11772,0.93126,0.93314,0.97821,0.81485,0.82881,0.52439,1.06902,0.000467695,0.000467695,0.000467695
64,5083.21,0.91877,0.7553,1.11589,0.93058,0.92952,0.97529,0.81595,0.8394,0.54318,1.06744,0.000465755,0.000465755,0.000465755
65,5162.01,0.91943,0.7401,1.11792,0.94184,0.92495,0.97341,0.82377,0.81484,0.55039,1.05205,0.000463814,0.000463814,0.000463814
66,5240.91,0.91344,0.7422,1.11543,0.93499,0.93526,0.97896,0.82434,0.82644,0.52121,1.06098,0.000461874,0.000461874,0.000461874
67,5319.64,0.92151,0.74575,1.12444,0.93903,0.94074,0.97742,0.82582,0.81514,0.51456,1.05723,0.000459934,0.000459934,0.000459934
68,5398.62,0.90148,0.73088,1.10821,0.93972,0.93108,0.97791,0.82343,0.81418,0.51802,1.05587,0.000457993,0.000457993,0.000457993
69,5477.5,0.90375,0.73464,1.11066,0.93474,0.93006,0.9759,0.82765,0.8048,0.52248,1.05441,0.000456053,0.000456053,0.000456053
70,5557.51,0.90028,0.73085,1.11541,0.92274,0.92811,0.97302,0.8114,0.83875,0.56353,1.07435,0.000454112,0.000454112,0.000454112
71,5637.22,0.90998,0.72105,1.10496,0.92864,0.93735,0.97816,0.83315,0.80341,0.50627,1.05046,0.000452172,0.000452172,0.000452172
72,5716.15,0.90991,0.73368,1.11246,0.94291,0.93572,0.98001,0.83094,0.80795,0.49284,1.04975,0.000450232,0.000450232,0.000450232
73,5795.01,0.89421,0.70909,1.10103,0.94914,0.93912,0.98006,0.8346,0.79549,0.49988,1.04806,0.000448291,0.000448291,0.000448291
74,5874.31,0.89552,0.70407,1.1028,0.95253,0.93211,0.97992,0.83722,0.79418,0.49539,1.04051,0.000446351,0.000446351,0.000446351
75,5953.7,0.9024,0.71091,1.1033,0.94067,0.94864,0.98171,0.83213,0.81213,0.50193,1.05969,0.00044441,0.00044441,0.00044441
76,6032.5,0.88128,0.69855,1.09181,0.93334,0.94273,0.97991,0.83197,0.80566,0.50553,1.05262,0.00044247,0.00044247,0.00044247
77,6111.51,0.89369,0.7107,1.1017,0.94275,0.94877,0.98153,0.83688,0.78509,0.49488,1.03417,0.00044053,0.00044053,0.00044053
78,6190.46,0.89329,0.70308,1.0982,0.94866,0.9493,0.98387,0.83564,0.79356,0.49562,1.04223,0.000438589,0.000438589,0.000438589
79,6269.28,0.88546,0.70045,1.09944,0.93809,0.95535,0.9827,0.83526,0.78492,0.49355,1.03886,0.000436649,0.000436649,0.000436649
80,6348.15,0.89921,0.70966,1.10808,0.95066,0.94722,0.983,0.84094,0.78344,0.49606,1.03953,0.000434708,0.000434708,0.000434708
81,6426.98,0.88827,0.69875,1.10303,0.94025,0.95685,0.98284,0.83767,0.78536,0.48473,1.03667,0.000432768,0.000432768,0.000432768
82,6505.92,0.87241,0.67574,1.09373,0.95888,0.9549,0.98578,0.84396,0.77756,0.48369,1.03909,0.000430828,0.000430828,0.000430828
83,6584.75,0.87171,0.69875,1.09741,0.95493,0.95514,0.98412,0.8426,0.79211,0.48737,1.04822,0.000428887,0.000428887,0.000428887
84,6663.67,0.87325,0.69075,1.08997,0.9526,0.96076,0.98451,0.84593,0.77494,0.47258,1.029,0.000426947,0.000426947,0.000426947
85,6742.55,0.87492,0.67678,1.09754,0.94683,0.95639,0.98304,0.84781,0.75918,0.46866,1.02788,0.000425006,0.000425006,0.000425006
86,6821.42,0.87847,0.69589,1.10346,0.95175,0.95828,0.98447,0.84851,0.76425,0.47323,1.02194,0.000423066,0.000423066,0.000423066
87,6900.42,0.86813,0.69223,1.09449,0.95581,0.95273,0.98445,0.84688,0.77253,0.46713,1.03232,0.000421126,0.000421126,0.000421126
88,6979.2,0.87947,0.68396,1.09703,0.94715,0.95871,0.98416,0.84912,0.76334,0.46458,1.02768,0.000419185,0.000419185,0.000419185
89,7058.03,0.85698,0.66624,1.09187,0.96026,0.95647,0.98626,0.85317,0.75287,0.45098,1.0203,0.000417245,0.000417245,0.000417245
90,7136.91,0.85804,0.66995,1.09352,0.96308,0.95788,0.98559,0.85502,0.74795,0.46121,1.01531,0.000415304,0.000415304,0.000415304
91,7215.77,0.86106,0.68369,1.09115,0.95389,0.95978,0.98666,0.85398,0.7505,0.45826,1.0174,0.000413364,0.000413364,0.000413364
92,7294.45,0.85865,0.67439,1.08462,0.95534,0.96271,0.98705,0.85827,0.74323,0.45146,1.01356,0.000411424,0.000411424,0.000411424
93,7373.37,0.86064,0.67457,1.09058,0.95697,0.95843,0.98537,0.85791,0.7421,0.4529,1.00997,0.000409483,0.000409483,0.000409483
94,7452.22,0.86751,0.67894,1.0907,0.96466,0.95971,0.98682,0.8599,0.73908,0.44457,1.01543,0.000407543,0.000407543,0.000407543
95,7531.09,0.84966,0.67411,1.08285,0.94406,0.96342,0.98625,0.8572,0.74442,0.45447,1.0154,0.000405602,0.000405602,0.000405602
96,7610.08,0.85534,0.66062,1.08781,0.95794,0.96337,0.9874,0.85666,0.74192,0.4625,1.01703,0.000403662,0.000403662,0.000403662
97,7688.8,0.84581,0.64969,1.08205,0.9619,0.95915,0.98703,0.85398,0.74703,0.45576,1.01738,0.000401722,0.000401722,0.000401722
98,7767.65,0.84144,0.66374,1.07932,0.96386,0.96505,0.98817,0.8649,0.72786,0.43642,1.00434,0.000399781,0.000399781,0.000399781
99,7846.48,0.83907,0.64728,1.07554,0.95612,0.96944,0.98815,0.86346,0.72769,0.44521,1.00286,0.000397841,0.000397841,0.000397841
100,7925.36,0.85783,0.65504,1.09271,0.95753,0.96084,0.9877,0.86082,0.72943,0.43912,1.00797,0.0003959,0.0003959,0.0003959
101,8004.1,0.84225,0.65101,1.0765,0.96016,0.96755,0.98758,0.861,0.72895,0.4376,1.00984,0.00039396,0.00039396,0.00039396
102,8083.08,0.85515,0.66819,1.0849,0.95138,0.97145,0.98678,0.86716,0.726,0.44111,1.00031,0.00039202,0.00039202,0.00039202
103,8161.97,0.83637,0.65218,1.08165,0.95572,0.96315,0.98744,0.86846,0.72196,0.44962,1.0038,0.000390079,0.000390079,0.000390079
104,8240.8,0.82651,0.64618,1.06622,0.96048,0.97454,0.98857,0.8636,0.71754,0.4348,0.99702,0.000388139,0.000388139,0.000388139
105,8319.58,0.83404,0.65665,1.08032,0.96855,0.9667,0.98847,0.86576,0.71183,0.42994,0.99481,0.000386198,0.000386198,0.000386198
106,8398.56,0.83142,0.63785,1.06878,0.96011,0.97159,0.98885,0.87119,0.71758,0.43215,1.00527,0.000384258,0.000384258,0.000384258
107,8477.62,0.83405,0.65194,1.07187,0.96262,0.96677,0.98872,0.87326,0.71162,0.43077,0.99718,0.000382318,0.000382318,0.000382318
108,8556.54,0.83477,0.65231,1.07783,0.96365,0.9675,0.98885,0.8728,0.70649,0.42537,0.99289,0.000380377,0.000380377,0.000380377
109,8635.38,0.8318,0.6339,1.07768,0.95913,0.97285,0.98771,0.86802,0.72464,0.43576,1.00724,0.000378437,0.000378437,0.000378437
110,8714.25,0.82306,0.64608,1.06759,0.96895,0.96954,0.98962,0.86999,0.70765,0.43779,0.99237,0.000376496,0.000376496,0.000376496
111,8793.31,0.83564,0.65377,1.07524,0.96603,0.96575,0.98796,0.86832,0.70199,0.43079,0.98814,0.000374556,0.000374556,0.000374556
112,8872.08,0.82258,0.64399,1.07235,0.96612,0.96754,0.98952,0.87053,0.70333,0.42158,0.99186,0.000372616,0.000372616,0.000372616
113,8951.06,0.81251,0.62793,1.06897,0.96957,0.96539,0.98988,0.8715,0.69819,0.41399,0.98734,0.000370675,0.000370675,0.000370675
114,9029.78,0.81526,0.6279,1.06004,0.97266,0.96555,0.99012,0.87253,0.70477,0.4177,0.98581,0.000368735,0.000368735,0.000368735
115,9108.58,0.80074,0.6247,1.06892,0.97021,0.9655,0.99001,0.87906,0.69107,0.4165,0.98163,0.000366794,0.000366794,0.000366794
116,9187.42,0.81901,0.62694,1.06754,0.96123,0.97245,0.98925,0.88014,0.68932,0.41615,0.98453,0.000364854,0.000364854,0.000364854
117,9266.32,0.82365,0.63765,1.07024,0.97102,0.96616,0.9899,0.87517,0.69253,0.41707,0.98156,0.000362914,0.000362914,0.000362914
118,9345.29,0.81244,0.61129,1.06398,0.96063,0.97148,0.98939,0.88078,0.67689,0.41232,0.97541,0.000360973,0.000360973,0.000360973
119,9424.1,0.81204,0.62769,1.06889,0.96568,0.97254,0.98869,0.87843,0.68672,0.41387,0.97782,0.000359033,0.000359033,0.000359033
120,9502.97,0.80225,0.61538,1.05684,0.96341,0.97827,0.98824,0.87571,0.68481,0.41343,0.97682,0.000357092,0.000357092,0.000357092
121,9581.77,0.80902,0.63296,1.06689,0.96666,0.96221,0.98894,0.87835,0.68323,0.41242,0.97764,0.000355152,0.000355152,0.000355152
122,9660.67,0.81644,0.62383,1.06716,0.96019,0.97339,0.98937,0.88245,0.67956,0.41283,0.97884,0.000353212,0.000353212,0.000353212
123,9739.57,0.79443,0.60905,1.05402,0.96911,0.97178,0.99073,0.8801,0.68157,0.40866,0.97348,0.000351271,0.000351271,0.000351271
124,9818.36,0.79126,0.62061,1.05292,0.97043,0.97586,0.9907,0.88598,0.66965,0.40112,0.96806,0.000349331,0.000349331,0.000349331
125,9897.26,0.79679,0.60706,1.05664,0.96947,0.97721,0.99035,0.88581,0.66956,0.40422,0.97214,0.00034739,0.00034739,0.00034739
126,9976.07,0.79374,0.61216,1.06013,0.96996,0.96884,0.99102,0.88732,0.66944,0.39469,0.96943,0.00034545,0.00034545,0.00034545
127,10055,0.8025,0.60745,1.06354,0.96359,0.97491,0.98991,0.89075,0.66736,0.39731,0.96938,0.00034351,0.00034351,0.00034351
128,10133.9,0.79262,0.60671,1.05544,0.97261,0.97517,0.98992,0.88593,0.66817,0.39501,0.96807,0.000341569,0.000341569,0.000341569
129,10212.7,0.79092,0.61742,1.06174,0.95887,0.97841,0.98955,0.88473,0.66816,0.40639,0.97224,0.000339629,0.000339629,0.000339629
130,10291.6,0.79484,0.61586,1.06034,0.97444,0.97043,0.99129,0.88681,0.65455,0.3932,0.96098,0.000337688,0.000337688,0.000337688
131,10370.4,0.79244,0.61,1.05432,0.9736,0.97226,0.98979,0.88383,0.66253,0.39421,0.96308,0.000335748,0.000335748,0.000335748
132,10449.3,0.79569,0.60904,1.05841,0.97482,0.97297,0.99065,0.88541,0.65036,0.39128,0.96134,0.000333808,0.000333808,0.000333808
133,10528.1,0.78683,0.59964,1.05334,0.97161,0.97749,0.99117,0.89106,0.64763,0.39325,0.95797,0.000331867,0.000331867,0.000331867
134,10607,0.79975,0.61656,1.0629,0.97052,0.97495,0.99006,0.88973,0.6553,0.38906,0.96141,0.000329927,0.000329927,0.000329927
135,10685.7,0.77872,0.59793,1.04741,0.96212,0.98071,0.99104,0.8918,0.6481,0.38767,0.96291,0.000327986,0.000327986,0.000327986
136,10764.5,0.77744,0.60789,1.0512,0.97234,0.97659,0.99104,0.89363,0.64785,0.38699,0.96124,0.000326046,0.000326046,0.000326046
137,10843.4,0.78072,0.59962,1.04633,0.97085,0.97859,0.99116,0.89119,0.65137,0.38437,0.95912,0.000324106,0.000324106,0.000324106
138,10922.2,0.77886,0.58486,1.04983,0.9739,0.97973,0.99121,0.89638,0.63794,0.38063,0.95234,0.000322165,0.000322165,0.000322165
139,11001,0.77638,0.59543,1.04864,0.9766,0.98004,0.99141,0.89371,0.63916,0.38029,0.95206,0.000320225,0.000320225,0.000320225
140,11079.9,0.76973,0.59196,1.04646,0.97804,0.97893,0.99187,0.89503,0.64426,0.38044,0.95412,0.000318284,0.000318284,0.000318284
141,11158.8,0.77358,0.5911,1.04422,0.97181,0.97396,0.9908,0.89431,0.64151,0.3834,0.95267,0.000316344,0.000316344,0.000316344
142,11237.7,0.77115,0.58692,1.04073,0.96677,0.97685,0.99094,0.89817,0.63474,0.37618,0.95215,0.000314404,0.000314404,0.000314404
143,11316.6,0.77534,0.59855,1.04321,0.97891,0.97518,0.99172,0.89405,0.63382,0.37911,0.94695,0.000312463,0.000312463,0.000312463
144,11395.5,0.77502,0.59798,1.04626,0.97503,0.97775,0.99186,0.8932,0.63836,0.38428,0.95269,0.000310523,0.000310523,0.000310523
145,11474.3,0.77199,0.59325,1.04585,0.97496,0.97602,0.99197,0.89771,0.63414,0.37969,0.95236,0.000308582,0.000308582,0.000308582
146,11553.1,0.77381,0.59382,1.04305,0.97419,0.98036,0.99186,0.8988,0.63165,0.37879,0.94997,0.000306642,0.000306642,0.000306642
147,11632,0.75702,0.58503,1.03763,0.97464,0.98472,0.99212,0.90074,0.62186,0.37437,0.94273,0.000304702,0.000304702,0.000304702
148,11711,0.76047,0.5865,1.0459,0.97839,0.97723,0.99167,0.89826,0.62521,0.37764,0.94644,0.000302761,0.000302761,0.000302761
149,11789.9,0.7529,0.57471,1.04106,0.9765,0.98237,0.99215,0.89876,0.62221,0.37199,0.94449,0.000300821,0.000300821,0.000300821
150,11868.7,0.76148,0.58418,1.04494,0.98043,0.98153,0.99218,0.89794,0.63269,0.3731,0.95178,0.00029888,0.00029888,0.00029888
151,11947.6,0.75308,0.56582,1.03327,0.97347,0.98373,0.99239,0.90381,0.61842,0.36873,0.94256,0.00029694,0.00029694,0.00029694
152,12026.7,0.75504,0.57727,1.03556,0.97633,0.98114,0.9919,0.90633,0.61696,0.36538,0.94494,0.000295,0.000295,0.000295
153,12105.4,0.77346,0.58718,1.0452,0.97909,0.97866,0.99229,0.90398,0.61986,0.36704,0.94423,0.000293059,0.000293059,0.000293059
154,12184.2,0.74891,0.57724,1.03742,0.97425,0.9816,0.99248,0.90644,0.61786,0.36915,0.94557,0.000291119,0.000291119,0.000291119
155,12263.2,0.76601,0.57639,1.04248,0.97418,0.98165,0.9926,0.90533,0.621,0.36793,0.94242,0.000289178,0.000289178,0.000289178
156,12341.9,0.757,0.58156,1.04158,0.97426,0.98565,0.9924,0.90539,0.61644,0.36745,0.94199,0.000287238,0.000287238,0.000287238
157,12420.7,0.74421,0.56575,1.03376,0.97218,0.98395,0.99229,0.90619,0.61934,0.36759,0.944,0.000285298,0.000285298,0.000285298
158,12499.7,0.75972,0.56232,1.03754,0.97847,0.98171,0.99279,0.90636,0.61134,0.36268,0.93762,0.000283357,0.000283357,0.000283357
159,12578.7,0.74953,0.57984,1.03549,0.97959,0.98073,0.99239,0.90643,0.60618,0.36113,0.93403,0.000281417,0.000281417,0.000281417
160,12657.5,0.74818,0.56953,1.03554,0.97732,0.98238,0.99268,0.91352,0.60145,0.35969,0.93093,0.000279476,0.000279476,0.000279476
161,12736.3,0.7511,0.56474,1.03415,0.97742,0.98433,0.99231,0.90518,0.60074,0.3635,0.9311,0.000277536,0.000277536,0.000277536
162,12815.2,0.74443,0.57468,1.03759,0.97784,0.98334,0.99243,0.90846,0.59853,0.36051,0.92914,0.000275596,0.000275596,0.000275596
163,12894,0.74035,0.56769,1.03383,0.98178,0.98038,0.99243,0.90807,0.60474,0.35851,0.93206,0.000273655,0.000273655,0.000273655
164,12972.8,0.73891,0.56043,1.03013,0.97888,0.98059,0.99246,0.90819,0.59494,0.35924,0.92642,0.000271715,0.000271715,0.000271715
165,13051.7,0.73871,0.56459,1.02661,0.97785,0.98356,0.99249,0.90905,0.60625,0.35872,0.93637,0.000269774,0.000269774,0.000269774
166,13130.6,0.74356,0.56484,1.03617,0.97942,0.98455,0.99317,0.90866,0.59701,0.35726,0.93117,0.000267834,0.000267834,0.000267834
167,13211.4,0.73765,0.55566,1.02453,0.97834,0.98493,0.99235,0.90752,0.59746,0.36155,0.93339,0.000265894,0.000265894,0.000265894
168,13290.5,0.7368,0.56214,1.03473,0.98304,0.98189,0.99244,0.90957,0.59468,0.35755,0.92804,0.000263953,0.000263953,0.000263953
169,13369.4,0.73864,0.56603,1.03042,0.9805,0.98345,0.99276,0.90959,0.58705,0.36052,0.92489,0.000262013,0.000262013,0.000262013
170,13448.3,0.72631,0.55562,1.02429,0.98007,0.98342,0.99278,0.9106,0.58784,0.3541,0.92741,0.000260072,0.000260072,0.000260072
171,13527.2,0.7499,0.57309,1.03772,0.97671,0.98773,0.99315,0.91244,0.58591,0.35051,0.92588,0.000258132,0.000258132,0.000258132
172,13606,0.73648,0.5682,1.03427,0.97895,0.98627,0.99325,0.91516,0.57976,0.34913,0.92195,0.000256192,0.000256192,0.000256192
173,13684.9,0.72902,0.55172,1.02361,0.97905,0.98249,0.99286,0.91546,0.58123,0.35122,0.92094,0.000254251,0.000254251,0.000254251
174,13763.5,0.7286,0.54971,1.03012,0.98068,0.98225,0.9925,0.91665,0.58194,0.3511,0.92345,0.000252311,0.000252311,0.000252311
175,13842.3,0.73194,0.55763,1.03137,0.98411,0.98066,0.99292,0.91459,0.57978,0.34981,0.92273,0.00025037,0.00025037,0.00025037
176,13921,0.73375,0.55274,1.02968,0.98188,0.98681,0.99308,0.91585,0.57993,0.34905,0.9202,0.00024843,0.00024843,0.00024843
177,13999.8,0.72623,0.55966,1.0258,0.98204,0.9832,0.99291,0.91365,0.58071,0.3467,0.91957,0.00024649,0.00024649,0.00024649
178,14078.5,0.72487,0.55963,1.03062,0.97819,0.98857,0.99298,0.91668,0.57665,0.34822,0.91853,0.000244549,0.000244549,0.000244549
179,14157.3,0.73312,0.5535,1.02648,0.97941,0.98749,0.99313,0.9129,0.58111,0.35596,0.91898,0.000242609,0.000242609,0.000242609
180,14236,0.72976,0.55355,1.02586,0.98191,0.98485,0.99328,0.91826,0.57438,0.34737,0.91929,0.000240668,0.000240668,0.000240668
181,14314.9,0.72523,0.55867,1.02129,0.98072,0.98518,0.99328,0.92052,0.5662,0.34019,0.9142,0.000238728,0.000238728,0.000238728
182,14393.7,0.72669,0.55782,1.02186,0.98058,0.98288,0.99326,0.91742,0.5705,0.34424,0.91647,0.000236788,0.000236788,0.000236788
183,14472.6,0.71411,0.54404,1.02192,0.9825,0.98522,0.99343,0.91834,0.57055,0.34047,0.91578,0.000234847,0.000234847,0.000234847
184,14551.3,0.71954,0.5532,1.02211,0.98025,0.98631,0.99304,0.91774,0.57088,0.34236,0.91424,0.000232907,0.000232907,0.000232907
