epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,1142.73,1.65823,1.99985,1.83038,0.31022,0.287,0.26027,0.15049,1.50184,1.65095,1.7895,0.000512324,0.000512324,0.000512324
15,1222.71,1.62211,1.95763,1.80548,0.26171,0.29061,0.25177,0.14162,1.51609,1.63723,1.77387,0.000506503,0.000506503,0.000506503
16,1302.57,1.60272,1.91094,1.78909,0.22852,0.30569,0.27483,0.16004,1.49075,1.58269,1.73177,0.000500682,0.000500682,0.000500682
17,1382.47,1.56945,1.85058,1.75918,0.32728,0.31769,0.29476,0.17559,1.46284,1.54142,1.71644,0.000494861,0.000494861,0.000494861
18,1462.5,1.57244,1.7976,1.74959,0.28822,0.32455,0.30207,0.18348,1.4055,1.53229,1.66224,0.00048904,0.00048904,0.00048904
19,1542.34,1.54114,1.79152,1.71069,0.30058,0.36536,0.29744,0.18131,1.4144,1.49979,1.66895,0.000483218,0.000483218,0.000483218
20,1622.2,1.52526,1.74112,1.69417,0.25477,0.36377,0.30547,0.18589,1.39492,1.4672,1.64621,0.000477397,0.000477397,0.000477397
21,1701.99,1.50236,1.70645,1.67395,0.26959,0.36765,0.30217,0.1813,1.44395,1.45678,1.67241,0.000471576,0.000471576,0.000471576
22,1781.63,1.49964,1.68523,1.68052,0.35463,0.41527,0.34116,0.21239,1.39295,1.39259,1.65012,0.000465755,0.000465755,0.000465755
23,1861.54,1.49657,1.67978,1.66845,0.32549,0.40361,0.34155,0.21576,1.35061,1.41432,1.62039,0.000459934,0.000459934,0.000459934
24,1941.19,1.45404,1.64483,1.63889,0.31087,0.40913,0.34349,0.21826,1.35205,1.34816,1.60898,0.000454112,0.000454112,0.000454112
25,2020.98,1.46798,1.63566,1.63749,0.32409,0.44822,0.3635,0.23222,1.31318,1.32006,1.57423,0.000448291,0.000448291,0.000448291
26,2100.63,1.4375,1.60828,1.62433,0.35217,0.46356,0.3531,0.23214,1.30465,1.34593,1.5611,0.00044247,0.00044247,0.00044247
27,2180.54,1.43312,1.58639,1.60552,0.34616,0.46406,0.3977,0.26321,1.27904,1.32957,1.54622,0.000436649,0.000436649,0.000436649
28,2260.39,1.4229,1.56438,1.59657,0.35034,0.42618,0.38951,0.25946,1.31729,1.29333,1.55064,0.000430828,0.000430828,0.000430828
29,2340.22,1.39961,1.52978,1.5788,0.35162,0.48052,0.40768,0.27,1.28037,1.27789,1.54881,0.000425006,0.000425006,0.000425006
30,2420.07,1.39975,1.51971,1.59336,0.33207,0.46591,0.39066,0.26391,1.24357,1.23756,1.51618,0.000419185,0.000419185,0.000419185
31,2499.79,1.37472,1.48942,1.56317,0.36579,0.45615,0.40683,0.27534,1.23978,1.22104,1.50706,0.000413364,0.000413364,0.000413364
32,2579.62,1.38977,1.51747,1.59127,0.35387,0.50629,0.40696,0.27052,1.23171,1.21815,1.50058,0.000407543,0.000407543,0.000407543
33,2659.12,1.38074,1.46186,1.56764,0.40472,0.49343,0.43898,0.29665,1.22982,1.17037,1.48408,0.000401722,0.000401722,0.000401722
34,2738.86,1.37185,1.49126,1.55955,0.41341,0.49627,0.45476,0.31235,1.22409,1.1942,1.4916,0.0003959,0.0003959,0.0003959
35,2818.67,1.35024,1.43124,1.5478,0.47662,0.49779,0.47318,0.31954,1.20427,1.18414,1.48068,0.000390079,0.000390079,0.000390079
36,2898.41,1.33463,1.42924,1.54078,0.43373,0.52687,0.47756,0.32876,1.21657,1.16666,1.48649,0.000384258,0.000384258,0.000384258
37,2978.25,1.34852,1.4323,1.54262,0.40453,0.51838,0.45581,0.3137,1.22217,1.14453,1.47665,0.000378437,0.000378437,0.000378437
38,3057.98,1.33495,1.40702,1.52096,0.43577,0.51803,0.47166,0.32868,1.18571,1.1122,1.44247,0.000372616,0.000372616,0.000372616
39,3137.68,1.32284,1.3755,1.50334,0.4204,0.51707,0.46454,0.32157,1.19399,1.11823,1.45681,0.000366794,0.000366794,0.000366794
40,3217.47,1.31528,1.37702,1.50896,0.54481,0.51302,0.50491,0.35432,1.17931,1.10964,1.43714,0.000360973,0.000360973,0.000360973
41,3297.25,1.31808,1.37261,1.49844,0.45414,0.51654,0.50421,0.35021,1.17772,1.09402,1.45157,0.000355152,0.000355152,0.000355152
42,3376.91,1.29958,1.34902,1.50004,0.47458,0.50813,0.50981,0.35935,1.14538,1.08187,1.42585,0.000349331,0.000349331,0.000349331
43,3456.6,1.30534,1.35911,1.50018,0.5031,0.49804,0.51273,0.35638,1.1725,1.09264,1.44438,0.00034351,0.00034351,0.00034351
44,3538.48,1.28925,1.34388,1.5009,0.52651,0.52674,0.55033,0.38708,1.15803,1.07906,1.42768,0.000337688,0.000337688,0.000337688
45,3624.71,1.29996,1.3325,1.49828,0.50299,0.53648,0.53247,0.37146,1.17599,1.07647,1.44061,0.000331867,0.000331867,0.000331867
46,3707.06,1.29049,1.32032,1.48711,0.50386,0.55811,0.55229,0.39171,1.11654,1.03573,1.40398,0.000326046,0.000326046,0.000326046
47,3788.67,1.26906,1.30296,1.47699,0.59594,0.55969,0.56973,0.39967,1.14179,1.03902,1.41311,0.000320225,0.000320225,0.000320225
48,3869.37,1.26853,1.29993,1.48046,0.62082,0.52325,0.5654,0.40063,1.126,1.03974,1.40577,0.000314404,0.000314404,0.000314404
49,3949.82,1.2758,1.30995,1.48499,0.55382,0.55449,0.58821,0.41297,1.13196,1.00709,1.40119,0.000308582,0.000308582,0.000308582
50,4030,1.26552,1.28348,1.47518,0.54925,0.55231,0.57441,0.41243,1.12504,1.01278,1.41062,0.000302761,0.000302761,0.000302761
51,4110.76,1.27234,1.27485,1.47339,0.56949,0.52213,0.57162,0.41135,1.13769,1.01103,1.40007,0.00029694,0.00029694,0.00029694
52,4192.23,1.24026,1.25774,1.4474,0.56514,0.55461,0.5946,0.4205,1.14623,1.01967,1.40922,0.000291119,0.000291119,0.000291119
53,4273.8,1.24248,1.24363,1.45477,0.61236,0.57878,0.60339,0.43745,1.08891,0.96671,1.36921,0.000285298,0.000285298,0.000285298
54,4354.19,1.2367,1.24772,1.46501,0.66412,0.57161,0.62309,0.45181,1.10094,0.96382,1.37972,0.000279476,0.000279476,0.000279476
55,4435.02,1.24367,1.26285,1.46715,0.62243,0.57474,0.63912,0.45908,1.091,0.95851,1.36902,0.000273655,0.000273655,0.000273655
56,4515.74,1.23981,1.25163,1.45014,0.58022,0.59849,0.613,0.44409,1.09582,0.966,1.37507,0.000267834,0.000267834,0.000267834
57,4596.19,1.22842,1.25289,1.45007,0.6911,0.59005,0.64634,0.46737,1.08885,0.96172,1.36965,0.000262013,0.000262013,0.000262013
58,4676.59,1.23093,1.24922,1.44787,0.6545,0.58748,0.64733,0.47178,1.0848,0.95457,1.36581,0.000256192,0.000256192,0.000256192
59,4756.54,1.23269,1.24062,1.44469,0.68182,0.58717,0.64868,0.4794,1.08394,0.93775,1.37156,0.00025037,0.00025037,0.00025037
60,4836.96,1.22466,1.22422,1.43811,0.5951,0.62319,0.65373,0.4815,1.08679,0.93508,1.35848,0.000244549,0.000244549,0.000244549
61,4917.3,1.20887,1.19416,1.42712,0.65764,0.62235,0.68215,0.50091,1.06082,0.92199,1.34336,0.000238728,0.000238728,0.000238728
62,4997.83,1.2153,1.20875,1.44432,0.68769,0.61513,0.66864,0.49279,1.05301,0.93574,1.34925,0.000232907,0.000232907,0.000232907
63,5077.99,1.20482,1.18017,1.42284,0.63525,0.63009,0.66933,0.4869,1.05863,0.91791,1.33915,0.000227086,0.000227086,0.000227086
64,5157.94,1.20138,1.19946,1.41671,0.71828,0.62824,0.70328,0.52114,1.0532,0.89241,1.33439,0.000221264,0.000221264,0.000221264
65,5238.12,1.20175,1.17452,1.41917,0.65984,0.65527,0.70636,0.52628,1.04688,0.88583,1.32633,0.000215443,0.000215443,0.000215443
66,5318.23,1.1883,1.18019,1.4091,0.74709,0.59717,0.70483,0.52483,1.05091,0.8745,1.32997,0.000209622,0.000209622,0.000209622
67,5398.64,1.20717,1.18449,1.42473,0.74157,0.62475,0.71824,0.53262,1.04149,0.88171,1.32437,0.000203801,0.000203801,0.000203801
68,5478.93,1.19429,1.17681,1.41315,0.699,0.65425,0.73276,0.54833,1.02264,0.88227,1.31896,0.00019798,0.00019798,0.00019798
69,5559.71,1.19324,1.17389,1.41531,0.70476,0.67191,0.73783,0.55323,1.02493,0.87476,1.31544,0.000192158,0.000192158,0.000192158
70,5639.79,1.16834,1.14878,1.40367,0.70925,0.6739,0.74258,0.55817,1.03605,0.87076,1.32591,0.000186337,0.000186337,0.000186337
71,5720.83,1.18479,1.14518,1.39765,0.73704,0.63504,0.7393,0.55734,1.01858,0.86723,1.31604,0.000180516,0.000180516,0.000180516
72,5801.78,1.18179,1.16297,1.40452,0.76182,0.66186,0.75161,0.57184,1.03819,0.85031,1.32049,0.000174695,0.000174695,0.000174695
73,5882.33,1.17171,1.13591,1.39239,0.75389,0.66377,0.75197,0.57024,1.01724,0.84675,1.31215,0.000168874,0.000168874,0.000168874
74,5963.33,1.16806,1.11868,1.3888,0.74226,0.70092,0.77404,0.59291,1.00672,0.83132,1.2959,0.000163052,0.000163052,0.000163052
75,6043.73,1.17106,1.1214,1.38617,0.77549,0.67745,0.7756,0.58664,1.01047,0.82515,1.30027,0.000157231,0.000157231,0.000157231
76,6125.54,1.15056,1.10614,1.37109,0.70633,0.7263,0.77845,0.59311,0.99976,0.82897,1.28866,0.00015141,0.00015141,0.00015141
77,6206.34,1.1651,1.11046,1.38457,0.74693,0.70339,0.78045,0.59841,1.00152,0.82111,1.29346,0.000145589,0.000145589,0.000145589
78,6288.79,1.1645,1.11358,1.37767,0.75629,0.71099,0.783,0.59642,1.00757,0.82439,1.29846,0.000139768,0.000139768,0.000139768
79,6368.96,1.15421,1.10129,1.3765,0.73485,0.72424,0.79283,0.6092,1.00036,0.80986,1.2919,0.000133946,0.000133946,0.000133946
80,6449.02,1.15553,1.11865,1.38582,0.75093,0.71958,0.80155,0.6173,0.99038,0.81562,1.28589,0.000128125,0.000128125,0.000128125
81,6528.99,1.15372,1.10245,1.37986,0.75149,0.72468,0.80309,0.61576,0.99699,0.81096,1.28583,0.000122304,0.000122304,0.000122304
82,6608.96,1.14209,1.08886,1.36567,0.79248,0.71079,0.81014,0.62597,0.98645,0.79634,1.27971,0.000116483,0.000116483,0.000116483
83,6688.88,1.13491,1.10817,1.37659,0.79068,0.70974,0.80772,0.62023,0.98535,0.79729,1.28209,0.000110662,0.000110662,0.000110662
84,6768.84,1.15309,1.09527,1.37503,0.7493,0.72083,0.79816,0.61554,0.98865,0.80862,1.28376,0.00010484,0.00010484,0.00010484
85,6848.89,1.13943,1.08227,1.37416,0.7659,0.73269,0.80904,0.6222,0.98353,0.79454,1.27499,9.90192e-05,9.90192e-05,9.90192e-05
86,6929.56,1.14864,1.10317,1.38051,0.74382,0.74565,0.80861,0.62667,0.97489,0.78992,1.27502,9.3198e-05,9.3198e-05,9.3198e-05
87,7009.47,1.1327,1.08184,1.36883,0.79067,0.71024,0.81105,0.62802,0.98233,0.79441,1.27974,8.73768e-05,8.73768e-05,8.73768e-05
88,7090.18,1.148,1.08097,1.36967,0.7808,0.73949,0.82782,0.64525,0.9706,0.78297,1.27016,8.15556e-05,8.15556e-05,8.15556e-05
89,7170.52,1.12068,1.06233,1.36232,0.79901,0.72898,0.82563,0.64657,0.97201,0.77914,1.26936,7.57344e-05,7.57344e-05,7.57344e-05
90,7251.7,1.12537,1.07406,1.36923,0.76894,0.75357,0.82804,0.64731,0.96299,0.77194,1.2655,6.99132e-05,6.99132e-05,6.99132e-05
91,7359.61,1.03523,0.88596,1.30692,0.79602,0.73477,0.82787,0.64233,0.9825,0.77935,1.27107,6.4092e-05,6.4092e-05,6.4092e-05
92,7439.74,1.02732,0.85212,1.29821,0.79912,0.74906,0.83386,0.64659,0.97034,0.77186,1.26635,5.82708e-05,5.82708e-05,5.82708e-05
93,7519.69,1.0213,0.83877,1.30342,0.80013,0.74633,0.83924,0.65377,0.95833,0.76325,1.26201,5.24496e-05,5.24496e-05,5.24496e-05
94,7602.03,1.01476,0.83392,1.29037,0.82231,0.75498,0.84503,0.6599,0.95999,0.75646,1.25926,4.66284e-05,4.66284e-05,4.66284e-05
95,7682.94,1.00811,0.82633,1.28783,0.8113,0.7572,0.84569,0.66426,0.95398,0.75138,1.25519,4.08072e-05,4.08072e-05,4.08072e-05
96,7762.2,1.01129,0.82989,1.29444,0.794,0.76653,0.8491,0.66701,0.94717,0.74569,1.25191,3.4986e-05,3.4986e-05,3.4986e-05
97,7841.3,1.00359,0.80701,1.28617,0.83041,0.74993,0.85353,0.67173,0.94493,0.74016,1.24763,2.91648e-05,2.91648e-05,2.91648e-05
98,7920.58,1.00404,0.81183,1.28072,0.81322,0.77177,0.85469,0.67241,0.94702,0.74117,1.24634,2.33436e-05,2.33436e-05,2.33436e-05
99,8001.14,0.99892,0.81154,1.28659,0.81536,0.7624,0.85374,0.6728,0.94518,0.73726,1.24567,1.75224e-05,1.75224e-05,1.75224e-05
100,8086.43,0.99149,0.8046,1.27488,0.82941,0.75341,0.85527,0.67699,0.93536,0.73548,1.24171,1.17012e-05,1.17012e-05,1.17012e-05
